Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
13,FEn17w09B04.2.JPG,39.258,23.595,118.596,0.663936,Eph.Heptageniidae,B04,
14,FEn17w09B04.2.JPG,64.95,41.132,100.542,0.187264,Eph.Heptageniidae,B04,
15,FEn17w09B04.2.JPG,88.222,68.333,112.197,0.102144,Eph.Heptageniidae,B04,
16,FEn17w09B04.2.JPG,76.648,46.356,106.846,0.165984,Eph.Heptageniidae,B04,
17,FEn17w09B04.2.JPG,80.607,53.935,116.796,0.238336,Eph.Heptageniidae,B04,
18,FEn17w09B04.2.JPG,73.715,38.832,122.242,0.263872,Eph.Heptageniidae,B04,
19,FEn17w09B04.2.JPG,78.233,56.956,112.445,0.242592,Eph.Heptageniidae,B04,
20,FEn17w09B04.2.JPG,88.785,55.645,108.099,0.144704,Eph.Heptageniidae,B04,
21,FEn17w09B04.2.JPG,103.84,67.158,144.711,0.161728,Eph.Heptageniidae,B04,
22,FEn17w09B04.2.JPG,90.787,51.333,111,0.229824,Eph.Heptageniidae,B04,
23,FEn17w09B04.2.JPG,64.934,38.879,95.875,0.242592,Eph.Heptageniidae,B04,
24,FEn17w09B04.2.JPG,75.27,47.852,124.188,0.204288,Eph.Heptageniidae,B04,
25,FEn17w09B04.2.JPG,66.864,35.693,97.732,0.2128,Eph.Heptageniidae,B04,
26,FEn17w09B04.2.JPG,67.064,47.287,123.008,0.114912,Eph.Heptageniidae,B04,
27,FEn17w09B04.2.JPG,99.854,80.009,121.959,0.165984,Eph.Heptageniidae,B04,
28,FEn17w09B04.2.JPG,77.368,57.639,94.977,0.097888,Eph.Heptageniidae,B04,
29,FEn17w09B04.2.JPG,70.332,44.717,103.16,0.19152,Eph.Heptageniidae,B04,
30,FEn17w09B04.2.JPG,73.075,47.766,146.731,0.327712,Eph.Heptageniidae,B04,
31,FEn17w09B04.2.JPG,105.235,87.421,140,0.140448,Eph.Heptageniidae,B04,
32,FEn17w09B04.2.JPG,54.719,28.768,139.664,0.327712,Eph.Heptageniidae,B04,
33,FEn17w09B04.2.JPG,76.099,38.675,99.142,0.14896,Eph.Heptageniidae,B04,
34,FEn17w09B04.2.JPG,68.464,45,144.475,0.242592,Eph.Heptageniidae,B04,
35,FEn17w09B04.2.JPG,58.238,33.287,196.623,1.251264,Eph.Polymitarcyidae,B04,
36,FEn17w09B04.2.JPG,108.737,63.667,151.361,0.12768,Eph.Heptageniidae,B04,
37,FEn17w09B04.2.JPG,82.477,50.757,127.799,0.25536,Eph.Trcorythidae,B04,
1,FEn17w09B04.2.JPG,73.868,53.842,94.893,0.411,Dip.ChironomidaeL,B04,
2,FEn17w09B04.2.JPG,107.884,84.376,124.349,0.374,Dip.ChironomidaeL,B04,
3,FEn17w09B04.2.JPG,110.52,77.08,150.829,0.172,Dip.ChironomidaeL,B04,
4,FEn17w09B04.2.JPG,105.305,81.808,120.31,0.207,Dip.ChironomidaeL,B04,
5,FEn17w09B04.2.JPG,103.699,78.333,133.158,0.253,Dip.ChironomidaeL,B04,
6,FEn17w09B04.2.JPG,104.783,72.768,135.95,0.431,Dip.ChironomidaeL,B04,
7,FEn17w09B04.2.JPG,74.644,45.8,148.779,0.365,Dip.ChironomidaeL,B04,
8,FEn17w09B04.2.JPG,91.214,58.356,121.192,0.402,Dip.ChironomidaeL,B04,
9,FEn17w09B04.2.JPG,112.676,92,137.505,0.363,Dip.ChironomidaeL,B04,
10,FEn17w09B04.2.JPG,82.507,46.491,105.56,0.377,Dip.ChironomidaeL,B04,
11,FEn17w09B04.2.JPG,87.177,65.524,124,0.279,Tri.Polycentropidae,B04,
12,FEn17w09B04.2.JPG,66.486,34.325,99.891,0.71,Od.Damselflies,B04,
13,FEn17w09B04.2.JPG,71.412,45.155,107.385,0.547,Od.Damselflies,B04,
1,FEn17w09B04.3.JPG,79.045,37.375,216.169,0.432,Col.Psephenidae,B04,
2,FEn17w09B04.3.JPG,49.993,22.552,184.488,0.568,Col.Psephenidae,B04,
3,FEn17w09B04.3.JPG,37.885,11,234.424,0.762,Od.Damselflies,B04,
1,FEn17w09B04.3.JPG,97.489,68.333,196.305,0.198,Eph.Heptageniidae,B04,
2,FEn17w09B04.3.JPG,107.921,50.55,198.805,0.199,Eph.Heptageniidae,B04,
3,FEn17w09B04.3.JPG,112.212,67.461,167.189,0.156,Eph.Heptageniidae,B04,
4,FEn17w09B04.3.JPG,88.228,58.085,184.606,0.316,Eph.Heptageniidae,B04,
5,FEn17w09B04.3.JPG,110.762,50,154.573,0.468,Eph.Heptageniidae,B04,
6,FEn17w09B04.3.JPG,101.423,69.373,126.388,0.201,Eph.Heptageniidae,B04,
7,FEn17w09B04.3.JPG,121.021,101.921,142.201,0.121,Eph.Heptageniidae,B04,
8,FEn17w09B04.3.JPG,100.092,60.022,149.667,0.162,Eph.Heptageniidae,B04,
9,FEn17w09B04.3.JPG,59.138,30.951,137.043,0.279,Eph.Leptophlebiidae,B04,
10,FEn17w09B04.3.JPG,97.943,52.206,141.676,0.497,Tri.Polycentropidae,B04,
11,FEn17w09B04.3.JPG,123.625,107.271,175.667,0.18,Tri.Polycentropidae,B04,
1,FEn17w09B04.3.JPG,137.675,99.255,155.25,0.474,Dip.ChironomidaeL,B04,
2,FEn17w09B04.3.JPG,130.892,33.667,168.746,0.286,Dip.ChironomidaeL,B04,
3,FEn17w09B04.3.JPG,145.73,116.424,164.037,0.203,Dip.ChironomidaeL,B04,
1,FEn17w09B07.1.JPG,46.434,27.463,86.667,0.483,Eph.Heptageniidae,B07,
2,FEn17w09B07.1.JPG,67.347,46.544,97.604,0.187,Eph.Heptageniidae,B07,
3,FEn17w09B07.1.JPG,82.043,61.545,111.657,0.26,Eph.Heptageniidae,B07,
4,FEn17w09B07.1.JPG,50.671,39.543,70.51,0.121,Eph.Heptageniidae,B07,
5,FEn17w09B07.1.JPG,74.187,40.943,124.247,0.31,Eph.Heptageniidae,B07,
6,FEn17w09B07.1.JPG,32.433,14.512,73.476,0.62,Eph.Heptageniidae,B07,
7,FEn17w09B07.1.JPG,51.872,31.906,154.383,0.501,Eph.Heptageniidae,B07,
8,FEn17w09B07.1.JPG,63.748,30.333,95.657,0.374,Eph.Heptageniidae,B07,
9,FEn17w09B07.1.JPG,78.144,41.921,168.333,0.273,Eph.Heptageniidae,B07,
10,FEn17w09B07.1.JPG,74.026,48.672,97.234,0.198,Eph.Heptageniidae,B07,
11,FEn17w09B07.1.JPG,59.927,19.468,104.836,0.594,Eph.Heptageniidae,B07,
12,FEn17w09B07.1.JPG,62.235,50.404,86.951,0.115,Eph.Heptageniidae,B07,
13,FEn17w09B07.1.JPG,88.139,33.863,133.203,0.222,Eph.Heptageniidae,B07,
14,FEn17w09B07.1.JPG,71.209,43.223,95.52,0.516,Eph.Heptageniidae,B07,
15,FEn17w09B07.1.JPG,50.31,31.981,105.667,0.288,Eph.Heptageniidae,B07,
16,FEn17w09B07.1.JPG,48.945,23.795,133.528,0.367,Eph.Heptageniidae,B07,
17,FEn17w09B07.1.JPG,68.822,41.866,109.057,0.236,Eph.Heptageniidae,B07,
18,FEn17w09B07.1.JPG,54.896,37.729,121.333,0.405,Eph.Heptageniidae,B07,
19,FEn17w09B07.1.JPG,69.514,27.22,93.667,0.308,Eph.Heptageniidae,B07,
20,FEn17w09B07.1.JPG,76.543,49.435,112.794,0.182,Eph.Heptageniidae,B07,
21,FEn17w09B07.1.JPG,66.095,21.643,103.569,0.241,Eph.Leptophlebiidae,B07,
22,FEn17w09B07.1.JPG,51.198,25.207,86.68,0.679,Eph.Leptophlebiidae,B07,
23,FEn17w09B07.1.JPG,64.505,31.061,102.333,0.407,Eph.Heptageniidae,B07,
24,FEn17w09B07.1.JPG,55.949,36.871,77.193,0.336,Eph.Heptageniidae,B07,
25,FEn17w09B07.1.JPG,78.202,27.586,149.667,0.495,Eph.Heptageniidae,B07,
26,FEn17w09B07.1.JPG,63.104,38.551,111.008,0.457,Eph.Heptageniidae,B07,
27,FEn17w09B07.1.JPG,74.295,37.033,131.712,0.29,Eph.Heptageniidae,B07,
28,FEn17w09B07.1.JPG,88.317,50.978,130.494,0.463,Eph.Heptageniidae,B07,
29,FEn17w09B07.1.JPG,62.439,42.69,84.814,0.219,Eph.Heptageniidae,B07,
1,FEn17w09B07.1.JPG,29.961,16.569,54.973,0.998,Od.Damselflies,B07,
2,FEn17w09B07.1.JPG,59.513,32.261,154,0.513,Od.Damselflies,B07,
3,FEn17w09B07.1.JPG,80.754,49.729,135.333,0.439,Od.Damselflies,B07,
4,FEn17w09B07.1.JPG,64.182,11.333,127.997,1.184,Col.Gyrinidae,B07,
5,FEn17w09B07.1.JPG,64.189,29.492,104.242,0.515,Col.ElmL,B07,
6,FEn17w09B07.1.JPG,57.054,36.083,84.333,0.32,Col.ElmL,B07,
7,FEn17w09B07.1.JPG,89.664,57.673,162,0.209,Eph.Trcorythidae,B07,
1,FEn17w09B07.1.JPG,108.147,47.561,149.525,0.34,Dip.ChironomidaeL,B07,
2,FEn17w09B07.1.JPG,114.878,84.335,135.788,0.226,Dip.ChironomidaeL,B07,
3,FEn17w09B07.1.JPG,88.182,44.59,154.645,0.247,Dip.ChironomidaeL,B07,
4,FEn17w09B07.1.JPG,96.477,68.377,127.667,0.293,Dip.ChironomidaeL,B07,
5,FEn17w09B07.1.JPG,96.713,45.034,127.57,0.426,Dip.ChironomidaeL,B07,
6,FEn17w09B07.1.JPG,107.796,81.381,134.103,0.365,Dip.ChironomidaeL,B07,
7,FEn17w09B07.1.JPG,66.905,22.66,114.963,0.761,Dip.ChironomidaeL,B07,
8,FEn17w09B07.1.JPG,78.998,56.753,106.568,0.734,Dip.ChironomidaeL,B07,
9,FEn17w09B07.1.JPG,106.764,73,125.071,0.269,Dip.ChironomidaeL,B07,
10,FEn17w09B07.1.JPG,108.952,94.542,124.395,0.419,Dip.ChironomidaeL,B07,
11,FEn17w09B07.1.JPG,98.823,39.42,137,0.556,Dip.ChironomidaeL,B07,
12,FEn17w09B07.1.JPG,97.11,30.406,142.161,0.34,Dip.ChironomidaeL,B07,
13,FEn17w09B07.1.JPG,96.432,68.842,147,0.228,Dip.ChironomidaeL,B07,
14,FEn17w09B07.1.JPG,95.388,50.088,163.487,0.475,Dip.ChironomidaeL,B07,
1,FEn17w09B07.1.JPG,22.769,12.766,76.333,0.219,Col.ElmA,B07,
2,FEn17w09B07.1.JPG,20.218,11.279,54.613,0.223,Col.ElmA,B07,
3,FEn17w09B07.1.JPG,19.355,10.479,94.667,0.185,Col.ElmA,B07,
4,FEn17w09B07.1.JPG,23.368,12.426,71.359,0.217,Col.ElmA,B07,
5,FEn17w09B07.1.JPG,18.675,10.768,91,0.268,Col.ElmA,B07,
6,FEn17w09B07.1.JPG,17.139,8.072,136.667,0.325,Col.ElmA,B07,
1,FEn17w09B07.2.JPG,30.518,9.333,148.99,0.952,Od.Dragonflies,B07,
2,FEn17w09B07.2.JPG,41.17,20.678,80.605,1.516,Od.Damselflies,B07,
3,FEn17w09B07.2.JPG,50.291,28.221,83.514,0.669,Od.Damselflies,B07,
4,FEn17w09B07.2.JPG,91.243,61.5,170,0.487,Od.Damselflies,B07,
5,FEn17w09B07.2.JPG,105.099,62.775,168.69,0.302,Od.Damselflies,B07,
6,FEn17w09B07.2.JPG,58.218,36.919,129,0.474,Od.Damselflies,B07,
7,FEn17w09B07.2.JPG,86.037,42.779,132.421,0.661,Col.Gyrinidae,B07,
8,FEn17w09B07.2.JPG,58.022,27.584,139.368,0.751,Col.Hydrophilidae,B07,
1,FEn17w09B07.2.JPG,60.65,28.512,155.333,0.382,Eph.Heptageniidae,B07,
2,FEn17w09B07.2.JPG,89.637,58.923,178.068,0.223,Eph.Heptageniidae,B07,
3,FEn17w09B07.2.JPG,86.198,40.577,135.046,0.272,Eph.Heptageniidae,B07,
4,FEn17w09B07.2.JPG,92.232,59.676,133.863,0.252,Eph.Heptageniidae,B07,
5,FEn17w09B07.2.JPG,85.719,50.15,135.355,0.28,Eph.Heptageniidae,B07,
6,FEn17w09B07.2.JPG,116.993,80.971,140.882,0.216,Eph.Heptageniidae,B07,
7,FEn17w09B07.2.JPG,122.923,59.192,177.091,0.239,Eph.Heptageniidae,B07,
8,FEn17w09B07.2.JPG,79.926,50.8,111.394,0.199,Eph.Heptageniidae,B07,
9,FEn17w09B07.2.JPG,82.088,44.408,151.685,0.253,Eph.Heptageniidae,B07,
10,FEn17w09B07.2.JPG,86.116,52.964,133.065,0.252,Eph.Heptageniidae,B07,
11,FEn17w09B07.2.JPG,74.17,50.105,155,0.225,Eph.Heptageniidae,B07,
12,FEn17w09B07.2.JPG,80.505,38.025,173.333,0.402,Eph.Heptageniidae,B07,
13,FEn17w09B07.2.JPG,87.352,50.607,119.602,0.276,Eph.Heptageniidae,B07,
14,FEn17w09B07.2.JPG,43.707,22.88,83.997,0.55,Eph.Heptageniidae,B07,
15,FEn17w09B07.2.JPG,78.818,37.75,169.987,0.499,Eph.Heptageniidae,B07,
16,FEn17w09B07.2.JPG,104.612,59.747,140.396,0.245,Eph.Heptageniidae,B07,
17,FEn17w09B07.2.JPG,84.512,49.712,160.667,0.369,Eph.Heptageniidae,B07,
18,FEn17w09B07.2.JPG,67.339,45.504,177.667,0.444,Eph.Heptageniidae,B07,
19,FEn17w09B07.2.JPG,106.6,76.253,143.414,0.167,Eph.Heptageniidae,B07,
20,FEn17w09B07.2.JPG,86.794,46.285,135.963,0.179,Eph.Heptageniidae,B07,
21,FEn17w09B07.2.JPG,73.452,45.744,121,0.175,Eph.Heptageniidae,B07,
22,FEn17w09B07.2.JPG,92.022,60.598,130.988,0.138,Eph.Heptageniidae,B07,
23,FEn17w09B07.2.JPG,107.911,67.149,144.706,0.2,Eph.Heptageniidae,B07,
1,FEn17w09B07.2.JPG,98.118,53,140.667,0.359,Eph.Trcorythidae,B07,
2,FEn17w09B07.2.JPG,115.589,93.937,153.543,0.302,Eph.Trcorythidae,B07,
3,FEn17w09B07.2.JPG,97.588,70.185,139,0.143,Eph.Trcorythidae,B07,
4,FEn17w09B07.2.JPG,109.113,85.616,143.702,0.245,Eph.Trcorythidae,B07,
5,FEn17w09B07.2.JPG,95.245,70.41,161.416,0.459,Eph.Polymitarcyidae,B07,
6,FEn17w09B07.2.JPG,55.581,20.761,150.661,0.835,Eph.LeptA,B07,
1,FEn17w09B07.2.JPG,104.888,56.4,151.073,0.355,Dip.ChironomidaeP,B07,
2,FEn17w09B07.2.JPG,55.497,21.618,133.79,0.453,Dip.ChironomidaeP,B07,
3,FEn17w09B07.2.JPG,108.516,49.93,179.671,0.352,Dip.ChironomidaeP,B07,
4,FEn17w09B07.2.JPG,98.843,49.781,153.643,0.537,Tri.Polycentropidae,B07,
5,FEn17w09B07.2.JPG,105.043,57.308,154.705,0.535,Tri.Polycentropidae,B07,
6,FEn17w09B07.2.JPG,131.603,81.667,148.413,0.212,Tri.Polycentropidae,B07,
7,FEn17w09B07.2.JPG,79.586,54.148,139.265,0.525,Col.ElmL,B07,
8,FEn17w09B07.2.JPG,106.473,58.07,176.043,0.39,Col.ElmL,B07,
9,FEn17w09B07.2.JPG,27.876,13.215,130,0.243,Col.ElmA,B07,
10,FEn17w09B07.2.JPG,22.875,16,73,0.246,Col.ElmA,B07,
1,FEn17w09B07.2.JPG,149.819,125.735,179.333,0.308,Dip.ChironomidaeL,B07,
2,FEn17w09B07.2.JPG,133.495,64.094,170.013,0.318,Dip.ChironomidaeL,B07,
3,FEn17w09B07.2.JPG,139.193,59.433,178.977,0.383,Dip.ChironomidaeL,B07,
4,FEn17w09B07.2.JPG,130.737,67.787,165.263,0.187,Dip.ChironomidaeL,B07,
5,FEn17w09B07.2.JPG,114.594,57.564,141.92,0.595,Dip.ChironomidaeL,B07,
6,FEn17w09B07.2.JPG,90.802,29.138,157,0.159,Dip.ChironomidaeL,B07,
7,FEn17w09B07.2.JPG,95.537,58.664,144.892,0.418,Dip.ChironomidaeL,B07,
8,FEn17w09B07.2.JPG,104.076,64.132,132.218,0.433,Dip.ChironomidaeL,B07,
1,FEn17w09B10.JPG,67.086,27.282,144.532,0.423,Eph.Heptageniidae,B10,
2,FEn17w09B10.JPG,66.357,48.662,109.63,0.339,Eph.Heptageniidae,B10,
3,FEn17w09B10.JPG,72.414,42.681,111.093,0.311,Eph.Heptageniidae,B10,
4,FEn17w09B10.JPG,59.593,35.596,100.8,0.205,Eph.Heptageniidae,B10,
5,FEn17w09B10.JPG,73.864,53.848,142,0.228,Eph.Heptageniidae,B10,
6,FEn17w09B10.JPG,71.068,18.676,106.581,0.362,Eph.Heptageniidae,B10,
7,FEn17w09B10.JPG,48.224,20.333,113.26,0.575,Eph.Heptageniidae,B10,
8,FEn17w09B10.JPG,76.412,45.397,151,0.198,Eph.Heptageniidae,B10,
9,FEn17w09B10.JPG,65.388,28.645,152.046,0.354,Eph.Heptageniidae,B10,
10,FEn17w09B10.JPG,95.049,41.39,137.513,0.198,Eph.Heptageniidae,B10,
11,FEn17w09B10.JPG,46.711,16.754,136.215,0.56,Eph.Leptophlebiidae,B10,
12,FEn17w09B10.JPG,62.615,36.409,108.363,0.32,Eph.Leptophlebiidae,B10,
13,FEn17w09B10.JPG,64.263,47.608,98.569,0.292,Eph.Heptageniidae,B10,
14,FEn17w09B10.JPG,52.066,26.853,107.54,0.724,Col.Psephenidae,B10,
1,FEn17w09B10.JPG,118.546,68.77,164.667,0.509,Dip.ChironomidaeL,B10,
2,FEn17w09B10.JPG,124.053,50.564,153.763,0.307,Dip.ChironomidaeL,B10,
3,FEn17w09B10.JPG,137.075,85.933,163.305,0.232,Dip.ChironomidaeL,B10,
4,FEn17w09B10.JPG,99.419,50,144.645,0.582,Dip.ChironomidaeL,B10,
5,FEn17w09B10.JPG,128.597,81.231,152.913,0.346,Dip.ChironomidaeL,B10,
6,FEn17w09B10.JPG,113.469,43.219,133.673,0.451,Dip.ChironomidaeL,B10,
7,FEn17w09B10.JPG,127.742,84.083,159.285,0.442,Dip.ChironomidaeL,B10,
8,FEn17w09B10.JPG,75.511,45.996,144.51,0.538,Tri.Polycentropidae,B10,
9,FEn17w09B10.JPG,88.961,51.333,123.182,0.192,Tri.Polycentropidae,B10,
10,FEn17w09B10.JPG,111.421,81.697,129.277,0.325,Tri.Polycentropidae,B10,
1,FEn17w09B10.JPG,43.304,26.586,88,0.527,Col.ElmL,B10,
2,FEn17w09B10.JPG,96.601,62.028,142.824,0.493,Col.ElmL,B10,
3,FEn17w09B10.JPG,79.048,39.545,136.092,0.589,Col.ElmL,B10,
4,FEn17w09B10.JPG,80.398,41.597,128.253,0.594,Col.ElmL,B10,
5,FEn17w09B10.JPG,48.895,26.279,157.171,0.582,Col.ElmL,B10,
6,FEn17w09B10.JPG,91.467,49.986,170.102,0.573,Col.ElmL,B10,
7,FEn17w09B10.JPG,62.074,45,124.468,0.617,Col.ElmL,B10,
8,FEn17w09B10.JPG,33.05,14,163.436,0.238,Col.ElmA,B10,
9,FEn17w09B10.JPG,73.634,39.971,155.11,0.325,Eph.Trcorythidae,B10,
1,FEn17w09C06.JPG,124.233,61.846,157.673,0.47,Tri.Polycentropidae,C06,
2,FEn17w09C06.JPG,32.59,12.721,154.333,0.241,Col.ElmA,C06,
3,FEn17w09C06.JPG,62.741,35.988,96.128,0.559,Col.ElmL,C06,
4,FEn17w09C06.JPG,72.173,36.152,97.346,0.465,Dip.ChironomidaeL,C06,
5,FEn17w09C06.JPG,79.793,46.224,128.333,0.758,Dip.ChironomidaeL,C06,
6,FEn17w09C06.JPG,90.293,47.21,133.333,0.676,Dip.ChironomidaeL,C06,
7,FEn17w09C06.JPG,119.436,93.843,132.517,0.14,Dip.ChironomidaeL,C06,
8,FEn17w09C06.JPG,65.863,33.004,194.439,1.614,Eph.Polymitarcyidae,C06,
1,FEn17w09E06.JPG,46.096,19.283,173.311,1.597125,Eph.Polymitarcyidae,E06,
2,FEn17w09E06.JPG,61.099,30.333,125.501,1.707859,Eph.Polymitarcyidae,E06,
3,FEn17w09E06.JPG,52.104,12.566,203.485,0.864577,Megaloptera.miscM,E06,
4,FEn17w09E06.JPG,51.434,14.667,196.981,0.775138,Megaloptera.miscM,E06,
1,FEn17w09E06.JPG,95.412,68.333,126.115,0.404605,Col.ElmL,E06,
2,FEn17w09E06.JPG,54.394,30.273,124.238,0.540893,Col.ElmL,E06,
3,FEn17w09E06.JPG,53.015,25.833,112.117,0.59626,Col.ElmL,E06,
4,FEn17w09E06.JPG,58.631,28.143,142.251,0.579224,Col.ElmL,E06,
5,FEn17w09E06.JPG,42.258,26.334,77.23,0.574965,Col.ElmL,E06,
6,FEn17w09E06.JPG,40.552,28.422,108.341,0.536634,Col.ElmL,E06,
7,FEn17w09E06.JPG,59.843,26.337,138.793,0.472749,Col.ElmL,E06,
8,FEn17w09E06.JPG,108.709,57.662,161.416,0.4259,Col.ElmL,E06,
9,FEn17w09E06.JPG,40.659,31.333,83.133,0.600519,Col.ElmL,E06,
10,FEn17w09E06.JPG,75.574,46.078,123.844,0.46849,Col.ElmL,E06,
11,FEn17w09E06.JPG,54.759,26.443,144.458,0.523857,Col.ElmL,E06,
12,FEn17w09E06.JPG,67.935,37.877,147.206,0.574965,Col.ElmL,E06,
13,FEn17w09E06.JPG,88.761,46.307,156.386,0.332202,Eph.Trcorythidae,E06,
14,FEn17w09E06.JPG,36.186,18.035,104.667,0.391828,Col.Psephenidae,E06,
1,FEn17w09E06.JPG,95.666,61.333,114.879,0.579224,Tri.Polycentropidae,E06,
2,FEn17w09E06.JPG,66.987,21.072,138.398,0.68144,Tri.Polycentropidae,E06,
3,FEn17w09E06.JPG,97.896,81.333,129.058,0.221468,Eph.Trcorythidae,E06,
4,FEn17w09E06.JPG,81.893,37.917,156.909,0.647368,Dip.ChironomidaeL,E06,
5,FEn17w09E06.JPG,75.885,49.381,102.445,0.489785,Dip.ChironomidaeL,E06,
6,FEn17w09E06.JPG,110.451,89.988,130.667,0.370533,Dip.ChironomidaeL,E06,
7,FEn17w09E06.JPG,80.011,30.939,147.667,0.63885,Dip.ChironomidaeL,E06,
8,FEn17w09E06.JPG,87.877,71.938,102.861,0.272576,Dip.ChironomidaeL,E06,
9,FEn17w09E06.JPG,105.228,73.27,150.669,0.310907,Dip.ChironomidaeL,E06,
1,FEn17w09E06.JPG,76.146,48.032,110,0.387569,Dip.ChironomidaeP,E06,
2,FEn17w09E06.JPG,57.895,16.68,160.912,0.55367,Eph.Heptageniidae,E06,
3,FEn17w09E06.JPG,33.405,19.667,59.687,0.166101,Eph.Heptageniidae,E06,
4,FEn17w09E06.JPG,55.234,21.333,73.05,0.102216,Eph.Heptageniidae,E06,
5,FEn17w09E06.JPG,40.716,20.004,201.698,0.46849,Hirudinea.leach,E06,
2,FEn17w09B08.JPG,57.425,31.173,126.333,0.646,Col.ElmL,B08,
3,FEn17w09B08.JPG,53.786,41.323,112.488,0.649,Col.ElmL,B08,
4,FEn17w09B08.JPG,61.22,33.49,116.756,0.687,Col.ElmL,B08,
5,FEn17w09B08.JPG,90.252,49.526,141.023,0.298,Dip.ChironomidaeL,B08,
1,FEn17w09C05.1.JPG,108.375,72.898,140.333,0.324,Dip.ChironomidaeL,C05,
2,FEn17w09C05.1.JPG,70.67,33.935,135.333,0.339,Dip.ChironomidaeL,C05,
3,FEn17w09C05.1.JPG,94.672,54.31,138.667,0.342,Dip.ChironomidaeL,C05,
4,FEn17w09C05.1.JPG,98.387,56.587,124.864,0.265,Dip.ChironomidaeL,C05,
5,FEn17w09C05.1.JPG,98.702,74.286,125.245,0.429,Dip.ChironomidaeL,C05,
6,FEn17w09C05.1.JPG,100.511,57.221,148.137,0.26,Dip.ChironomidaeL,C05,
7,FEn17w09C05.1.JPG,93.907,65.418,120.054,0.306,Dip.ChironomidaeL,C05,
8,FEn17w09C05.1.JPG,93.682,60.333,112.923,0.504,Dip.ChironomidaeL,C05,
9,FEn17w09C05.1.JPG,100.276,59.46,121.667,0.38,Dip.ChironomidaeL,C05,
10,FEn17w09C05.1.JPG,74.876,32.014,105.656,0.337,Dip.ChironomidaeL,C05,
11,FEn17w09C05.1.JPG,88.333,65.241,128.538,0.482,Dip.ChironomidaeL,C05,
12,FEn17w09C05.1.JPG,86.979,57.878,129.333,0.452,Dip.ChironomidaeL,C05,
13,FEn17w09C05.1.JPG,79.745,60.986,101.793,0.153,Dip.ChironomidaeL,C05,
14,FEn17w09C05.1.JPG,78.303,48.249,107.042,0.372,Dip.ChironomidaeL,C05,
15,FEn17w09C05.1.JPG,112.643,83.856,149.971,0.167,Dip.ChironomidaeL,C05,
16,FEn17w09C05.1.JPG,26.304,13.145,73.614,0.593,Col.Psephenidae,C05,
17,FEn17w09C05.1.JPG,35.43,18.631,95.333,0.363,Col.Psephenidae,C05,
18,FEn17w09C05.1.JPG,29.606,15.51,70,1.084,Col.Gyrinidae,C05,
1,FEn17w09C05.1.JPG,58.629,32.083,95.338,0.262,Eph.Heptageniidae,C05,
2,FEn17w09C05.1.JPG,49.809,30.186,66.667,0.34,Eph.Heptageniidae,C05,
3,FEn17w09C05.1.JPG,56.39,35.433,80.854,0.338,Eph.Heptageniidae,C05,
4,FEn17w09C05.1.JPG,43.757,23.658,142.188,0.372,Eph.Heptageniidae,C05,
5,FEn17w09C05.1.JPG,70.161,21.137,106.813,0.376,Eph.Heptageniidae,C05,
6,FEn17w09C05.1.JPG,41.037,13.333,98.118,0.379,Eph.Heptageniidae,C05,
7,FEn17w09C05.1.JPG,46.566,27.706,68.575,0.304,Eph.Heptageniidae,C05,
8,FEn17w09C05.1.JPG,53.18,28.479,90,0.294,Eph.Heptageniidae,C05,
9,FEn17w09C05.1.JPG,83.137,47.168,150.032,0.234,Eph.Heptageniidae,C05,
10,FEn17w09C05.1.JPG,27.063,9.907,121,0.72,Eph.Heptageniidae,C05,
11,FEn17w09C05.1.JPG,46.686,20.514,74.429,0.772,Eph.Heptageniidae,C05,
12,FEn17w09C05.1.JPG,50.671,18.23,79.609,0.465,Eph.Heptageniidae,C05,
13,FEn17w09C05.1.JPG,69.023,40.38,92.365,0.302,Eph.Heptageniidae,C05,
14,FEn17w09C05.1.JPG,50.36,22.713,98.667,0.384,Eph.Heptageniidae,C05,
15,FEn17w09C05.1.JPG,47.558,27.306,153.667,0.467,Eph.Heptageniidae,C05,
16,FEn17w09C05.1.JPG,64.581,39.886,106.564,0.221,Eph.Heptageniidae,C05,
17,FEn17w09C05.1.JPG,39.076,18.224,71.376,0.187,Eph.Heptageniidae,C05,
18,FEn17w09C05.1.JPG,68.226,42.816,144.258,0.229,Eph.Heptageniidae,C05,
19,FEn17w09C05.1.JPG,75.307,30,109.932,0.275,Eph.Heptageniidae,C05,
20,FEn17w09C05.1.JPG,53.116,17.771,111.251,0.247,Eph.Heptageniidae,C05,
21,FEn17w09C05.1.JPG,61.381,35.237,97.25,0.21,Eph.Heptageniidae,C05,
22,FEn17w09C05.1.JPG,49.886,15.441,129.656,0.287,Eph.Heptageniidae,C05,
23,FEn17w09C05.1.JPG,62.809,38.146,146.571,0.425,Od.Damselflies,C05,
24,FEn17w09C05.1.JPG,59.097,33.667,84.034,0.38,Od.Damselflies,C05,
1,FEn17w09C05.1.JPG,84.122,44.346,135.883,0.476,Tri.Polycentropidae,C05,
2,FEn17w09C05.1.JPG,73.235,56.506,90.233,0.331,Tri.Polycentropidae,C05,
3,FEn17w09C05.1.JPG,79.522,49.773,105.333,0.403,Tri.Polycentropidae,C05,
4,FEn17w09C05.1.JPG,81.013,47.167,140.333,0.313,Tri.Polycentropidae,C05,
5,FEn17w09C05.1.JPG,56.083,39.916,76.061,0.231,Eph.Trcorythidae,C05,
